key,values
Linear Model Fitting,['Linear Model Fitting']
Reducing Risk,['Reducing Risk']
Applicability,['Applicability']
if_not_found,['if_not_found']
Identifying cloud delivery solutions,['Identifying cloud delivery solutions']
CVE,['CVE']
Percentiles,"['PERCENTILE', 'Percentiles']"
Point Estimator,"['Point Estimation', 'Point Estimator']"
Reading,['Reading']
Google Tag Manager,['Google Tag Manager']
HPC Introduction,['HPC Introduction']
Algorithm Selection,['Algorithm Selection']
Emotionally Demanding,['Emotionally Demanding']
User Journey Mapping,"['User Journey', 'User Journey Mapping', 'User Journey Maps']"
Hobbyist & Educational Market,['Hobbyist & Educational Market']
Microbit,['Microbit']
Maximizing Clarity,['Maximizing Clarity']
Endpoint Detection and Response,['Endpoint Detection and Response']
Methods using numerical approximation,['Methods using numerical approximation']
lattice package,['lattice package']
Challenges To Social Work,['Challenges To Social Work']
Brand Communication,['Brand Communication']
Specify permissions,['Specify permissions']
Contract Negotiation,"['Contract Negotiation', 'negotiation', 'Negotiation', 'negotiation', 'negotiation']"
SpeechRecognition Software,['SpeechRecognition Software']
Conduct Studies,['Conduct Studies']
Footer,['Footer']
Database Methodologies,"['Database Design Methodology', 'Database Methodologies']"
Security Philosophy,['Security Philosophy']
Social Welfare,['Social Welfare']
Model Saving,['Model Saving']
Rapid Delivery,['Rapid Delivery']
Widespread Use,['Widespread Use']
Skill Demand,['Skill Demand']
Containment,['Containment']
Project Manager Systems,['Project Manager Systems']
Create Instance,['Create Instance']
Batch Normalization,['Batch Normalization']
Type Casting,['Type Casting']
Expert Team,['Expert Team']
Complex Data,"['Complex Data', 'Working with Complex Data']"
Effective Architecture,['Effective Architecture']
Operating,['Operating']
Entrepreneurship in Convention,['Entrepreneurship in Convention']
Solution-Based Selling,['Solution-Based Selling']
COTS,['COTS']
Result Verification,['Result Verification']
Abstraction,"['Abstraction', 'Abstractions']"
Resource Groups,['Resource Groups']
Practical Application,"['Practical Application', 'Practical Implementation', 'Practical application']"
Sell Services,['Sell Services']
Scorecard,['Scorecard']
TCPIP Model,"['TCP/IP Model', 'TCPIP Model', 'Ip Model']"
Ishikawa Diagram,['Ishikawa Diagram']
Turning Insights into Action,['Turning Insights into Action']
Quality Metrics,['Quality Metrics']
Motivation,['Motivation']
Industrial Control,"['Industrial Control', 'Industrial Controller Programming']"
Necessary Data,['Necessary Data']
Brand Community,['Brand Community']
Idea Voting,['Idea Voting']
Mind Sweep,['Mind Sweep']
Online Data,"['Online Data', 'Online Data Collection']"
Comments,"['Comment', 'Comments']"
Ubiquitous network access to configurable computing resources,['Ubiquitous network access to configurable computing resources']
Evidence Collection,['Evidence Collection']
Rails,['Rails']
Pollution from Heat Engines,['Pollution from Heat Engines']
Product Pairing,['Product Pairing']
Solar Spectrum,['Solar Spectrum']
Characteristics in Time Series,['Characteristics in Time Series']
Next Steps,['Next Steps']
Econometrics,['Econometrics']
Comparative Economics,['Comparative Economics']
Campaign Management,['Campaign Management']
Modern Software Development,['Modern Software Development']
DataDriven Hiring,['DataDriven Hiring']
Log,"['Log', 'Logs']"
Information Systems,['Information Systems']
Nickelcadmium batteries,['Nickelcadmium batteries']
Project Risks,['Project Risks']
TMS Analysis,['TMS Analysis']
Technical Author,['Technical Author']
Clicks,"['Clicks', 'click']"
Injured Employee,['Injured Employee']
Google Form,['Google Form']
EMarketplace,['EMarketplace']
User Interaction,"['User Engagement', 'User Interaction']"
Customers,"['Customer', 'Customers']"
Private LifeCycle Costs,['Private LifeCycle Costs']
Response Details,['Response Details']
Translate Requirements,['Translate Requirements']
ThirdParty Payer Model,['ThirdParty Payer Model']
Numerical Algorithms,['Numerical Algorithms']
Office Suite,['Office Suite']
Check Stock Availability,['Check Stock Availability']
Summation Operator,['Summation Operator']
MPEG2,['MPEG2']
Jupyter,['Jupyter']
Court Rulings,['Court Rulings']
APK Creation,['APK Creation']
BeautifulSoup,['BeautifulSoup']
SelfDriving Cars,['SelfDriving Cars']
Arrange deliveries,"['Arrange Deliveries', 'Arrange deliveries', 'Plan Deliveries']"
Permission Attribute,['Permission Attribute']
TikTok Ads Summary,['TikTok Ads Summary']
SELECT with a column alias using AS,['SELECT with a column alias using AS']
Catering Operations Staff,['Catering Operations Staff']
Deep Ocean,['Deep Ocean']
Spectral Analysis,['Spectral Analysis']
Metal Cutting,"['Metal Cutting', 'Metal Cutting Technology']"
Organizing,['Organizing']
Define Project Scope,['Define Project Scope']
Building and Construction,['Building and Construction']
Points,['Points']
Visualizing BigO,['Visualizing BigO']
Support Staff,['Support Staff']
Data Tables,['Data Tables']
boxshadow,['boxshadow']
Layout Selection,['Layout Selection']
Setting Thumbnail,['Setting Thumbnail']
Date Manipulation,['Date Manipulation']
Policy Instrument,['Policy Instrument']
Economics,['Economics']
Design Specifications,['Design Specifications']
Checkout & Optimization,['Checkout & Optimization']
Connecting DDD to databases,['Connecting DDD to databases']
Medical Clinical Trials,['Medical Clinical Trials']
Legal Billing,['Legal Billing']
Serverless Deployment,['Serverless Deployment']
Operations Manager,"['Operations Management', 'Operations Manager']"
Invoice Processing,"['Invoice Processing', 'Process Invoices']"
Learning Activities,['Learning Activities']
Project Manager Reporting,['Project Manager Reporting']
Content Planner App,['Content Planner App']
How Might We,['How Might We']
Hamiltonian Cycle,['Hamiltonian Cycle']
Suggesting Improvements,"['Recommend improvements', 'Recommending Process Improvements', 'Suggesting Improvements']"
Research,"['Research New Ways', 'Research Ways to Dispose of Nuclear Waste', 'Academic Research', 'Research', 'Scientific Research', 'Scientific research', 'Operational Researcher', 'Research Findings', 'Research Skills', 'Research and Development', 'Research and Development Worker', 'User Research']"
Scientific Report Writing,['Scientific Report Writing']
Decision Value Chain,['Decision Value Chain']
Static Processes,['Static Processes']
Control System,"['Modern Control', 'A1 Broken Access Control', 'Access Control', 'Access Control Technology', 'Advanced Control Systems', 'AirConditioning Control', 'Authority Control', 'Automated Control Systems', 'Automated Quality Control', 'Automated Safety Control', 'Automatic Process Control', 'Broken Access Control Mitigation', 'Continuous Control Systems', 'Control', 'Control Costs', 'Control Flow', 'Control Formulation', 'Control Line Delays', 'Control Selection', 'Control Strategies', 'Control Structures and Loops', 'Control System', 'Control Systems', 'Control Theory', 'Control Units', 'Control in Robotics and Automation', 'Control solutions', 'Controls', 'Cost Control', 'Data Pipeline Control & Troubleshooting', 'Digital Control', 'FastCharging Control', 'Feedback Control', 'Fire Safety Control', 'Force Control', 'Force Control Methodologies', 'Fundamentals of Control Engineering', 'General Access Control Model', 'Git Version Control', 'Hand Pressure Control', 'I3A Access Control Model', 'Independent Steering and Force Control', 'Industrial Control System', 'Intelligent Quality Control Systems', 'Interactive Data Control', 'Levels of Authority Control', 'Lighting System Control', 'Linear Control', 'Model Predictive Control (MPC)', 'Modern Control System', 'Monitoring & Access Control', 'Motion Control', 'Mouse and Keyboard Control', 'Network Access Control (NAC)', 'Noisy Control Lines', 'Nonlinear Control', 'Numerical Control', 'Optimal Online Charging Control', 'PID Control', 'Process Control', 'Project Control', 'Project Manager Cost Control', 'Quality Control', 'Robot Control', 'Robotic Control', 'Role Based Access Control (RBAC)', 'RoleBased Access Control', 'Security Control Categories', 'Security Control Types', 'Security and Access Control', 'Source Control', 'Steering and Force Control Systems', 'Structured Control Language (SCL)', 'Supervisory Control and Data Acquisition (SCADA) Systems', 'User Control and Freedom', 'Version Control', 'Version Control System (VCS)', 'Visual Control', 'Weight Control', 'Steering And Force Control', 'Automated Control', 'Continuous Control']"
Enormous Network Payloads,['Enormous Network Payloads']
Impact Presentation Model,"['Impact Presentation Model I', 'Impact Presentation Model II']"
Serverless Data Lake Implementation,"['Serverless Data Lake', 'Serverless Data Lake Implementation']"
Imagemap message,['Imagemap message']
Medicare Policy,['Medicare Policy']
Operational Efficiency,"['Operational Efficiency', 'Maintain Operational Efficiency']"
Zebra Plugin,['Zebra Plugin']
Ads Model,['Ads Model']
Message,['Message']
Food Chilling,['Food Chilling']
Economic Development,"['Economic Development', 'Economic Growth']"
Random Projections,['Random Projections']
Physical Health,['Physical Health']
Alpha Lock,['Alpha Lock']
App Engine,['App Engine']
Gold Standard Corpus,['Gold Standard Corpus']
Large Retail Stores,['Large Retail Stores']
Logical Thinking,['Logical Thinking']
Get/Set Modifier,"['Get/Set Modifier', 'Set Modifier']"
Algorithmic Information Theory,['Algorithmic Information Theory']
Securing Specialized Systems,"['Securing Specialized Systems', 'Securing Specialized']"
Administer IV,['Administer IV']
EndofChapter Problems,['EndofChapter Problems']
Operational Platform Proficiency,['Operational Platform Proficiency']
Presentation Delivery,['Presentation Delivery']
Pi and Factorial,['Pi and Factorial']
Web API,"['API & HTTP', 'Web API']"
Memory Usage,['Memory Usage']
SessionStorage,['SessionStorage']
Detect Anomalies,['Detect Anomalies']
Product Release,['Product Release']
Dropdown Lesson,['Dropdown Lesson']
Message Broker,['Message Broker']
Enhanced Background Checks,['Enhanced Background Checks']
Set,['Set']
Wiring Connection,['Wiring Connection']
Azure Storage redundancy options,['Azure Storage redundancy options']
Reduced Resource Usage,['Reduced Resource Usage']
Vision System,"['Vision System', 'Vision Systems']"
Consultation Service,['Consultation Service']
Programming Models,['Programming Models']
Speaking,"['Public Speaking', 'Speaking']"
Electric Motor,"['Electric Motor', 'Electric Motors']"
Applying Custom Functions,['Applying Custom Functions']
AI Algorithms,['AI Algorithms']
Psycholinguistics,['Psycholinguistics']
Mental Architecture,['Mental Architecture']
Programming Steps,['Programming Steps']
Set Up Classroom,['Set Up Classroom']
Data Problems,['Data Problems']
Measuring Medications,['Measuring Medications']
LPIC1,['LPIC1']
Order Relations,['Order Relations']
Music Generation,['Music Generation']
Missing Data Methods,['Missing Data Methods']
Vulnerability Management,"['Vulnerability Management', 'Vulnerability Testing']"
Policy Gradient Methods,['Policy Gradient Methods']
Router,"['Router', 'Routers']"
Blockchain,['Blockchain']
Total Power Flow,['Total Power Flow']
Presentation Design Principles,['Presentation Design Principles']
Data Initialization,['Data Initialization']
Presentation,"['Communication & Presentation', 'Presentation', 'Presentations']"
MVC Framework,"['MVC', 'MVC Framework']"
APIs,['APIs']
Traffic,['Traffic']
Following up on overdue accounts,['Following up on overdue accounts']
Min Value,['Min Value']
Amazon DynamoDB,['Amazon DynamoDB']
Modeling the Oceans,['Modeling the Oceans']
IT Security,"['IT Security', 'IT security basics']"
Firefox,['Firefox']
Grounded Theory,['Grounded Theory']
Classes and Objects,['Classes and Objects']
Behavioral Change,['Behavioral Change']
RKH Spaces,['RKH Spaces']
Effective Defense,"['Effective Defense', 'Effective Protection']"
Send Gift Feature,['Send Gift Feature']
Workplace Safety,['Workplace Safety']
Utility Token,['Utility Token']
Storytelling Through Slides,['Storytelling Through Slides']
Converting Text to Integer,['Converting Text to Integer']
Identify Errors,['Identify Errors']
Security Checks,"['Safety Checks', 'Security Checks']"
Autoencoder,"['Autoencoder', 'Autoencoders']"
Stakeholder Problems,['Stakeholder Problems']
thisKeyword,['thisKeyword']
Loglinear Models,['Loglinear Models']
Data Source Creation,"['Create Data Source', 'Data Source Creation']"
Number of Baskets by Day of Week,['Number of Baskets by Day of Week']
EV Battery,['EV Battery']
Social Media Platform,['Social Media Platform']
Team Collaboration,"['Effective Team Collaboration', 'Team Building', 'Team Collaboration', 'Team building', 'Teamwork', 'Working in Team', 'Teamwork Techniques']"
Data Filters,['Data Filters']
Building Automation System,"['Building Automation', 'Building Automation System']"
Technical Documents,"['Technical Documents', 'technical documentation', 'technical document']"
knitr,['knitr']
pipe(),['pipe()']
Cartoons,['Cartoons']
Product Backlog Components,['Product Backlog Components']
